"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD209",1154.27644529158,-4.16794789559371,0.801179624905619,-3.95410441942642,7.68218564165114e-05,0.00458053540431392
"G0S2",8479.85930157702,-6.47284681508998,0.881497095319912,-6.20858179130332,5.346489405448e-10,2.0998337139897e-07
"PDE11A",596.545305380466,-4.1197258260383,0.722750836793623,-4.3164610363905,1.58550652299988e-05,0.00124541537381641
"MLXIPL",1748.25722069841,-6.18685668951215,0.798925822792101,-6.49228819690047,8.45423307753974e-11,4.27583261543328e-08
"NUSAP1",1365.7349455914,3.9300737688572,0.773998682531107,3.78563146809935,0.000153318751131545,0.00772449369767996
"KLRF1",38.641566550608,-3.37534422399405,0.635024070663328,-3.74055777368067,0.000183612333629727,0.00871704598202011
"ANGPT4",45.7069437086586,-5.36606243291089,0.991363465281104,-4.4040985832304,1.06224633288315e-05,0.000891100916434644
"CES4",106.554601283627,-4.30596665536515,0.889477572337583,-3.71675099876541,0.000201801152105377,0.00934939868507512
"SNTG2",46.0011481165136,-4.76684353657682,0.999118400388135,-3.77016731461805,0.000163138140442862,0.00800906308236674
"ANLN",2318.91697967984,4.78031937720421,0.811117233105291,4.66063254843149,3.15239072095088e-06,0.000320449788522071
"ACSM5",940.007829577448,-6.26846586336543,0.826688853586892,-6.37297314522419,1.85398359123219e-10,8.43123432633776e-08
"CDCA8",972.715152891951,4.15089354312789,0.821596585895923,3.83508597433124,0.000125520380355574,0.00667420828592206
"CEP55",1015.91166485952,4.72019812508103,0.936022119455807,3.97447672202866,7.05341599495503e-05,0.00426189097233629
"TMEM100",742.03677849314,-3.81582569354856,0.720847058651198,-3.90627340398301,9.37304558811456e-05,0.00539918669360692
"NIPSNAP3B",637.793761698745,-4.05217091895848,0.812961376830757,-3.75438613191815,0.000173766816288027,0.00841138474026162
"HJURP",545.340787428203,4.73444248644176,0.913413823574136,4.08844533557539,4.34273851893801e-05,0.00283195714512331
"MCM10",897.726490733842,4.78344973805056,0.983573473917653,3.84663661473176,0.00011975037208788,0.00648716670862275
"STAB2",63.0361713810547,-4.19510727258634,0.768274408239882,-4.15880997507953,3.19909889592417e-05,0.00218512363717255
"ST6GALNAC1",132.224438195096,-4.09381081397096,0.538870949244013,-5.74128335979384,9.39617103203931e-09,2.49808048622571e-06
"BEX1",571.373082607246,4.71882839871815,0.99279588098259,3.74581368633152,0.000179810008103185,0.0086074702216929
"LMO3",1186.61215922976,-4.68682581495326,0.868181869143411,-4.24660540145909,2.17033704015887e-05,0.0016166204478873
"LOC55908",101.853483560511,-6.26863146965089,1.08161512675063,-4.87107783475518,1.10991102216093e-06,0.000134128478139602
"SLC7A10",1540.28836749443,-7.78813381702996,1.44648097850312,-4.69286075510968,2.69410872398991e-06,0.000278783789576465
"CYP26B1",1099.75100903298,-3.47181080642181,0.635227975604533,-3.89121843078375,9.97420895901676e-05,0.00565128868920553
"SEMA3G",7849.34909328262,-4.76158320146896,0.754265920610156,-4.98707829518012,6.12992281907841e-07,8.14855355665338e-05
"ZNF695",202.050972013713,5.29162814675288,0.909488487495268,4.71872729095453,2.37324709292647e-06,0.000254733434862499
"KIAA1199",890.68376793482,5.86991323964673,0.783473209009616,6.21580059617196,5.10636169889499e-10,2.05216363996754e-07
"HHATL",31.7821878495331,-7.93771180423525,1.68704737588739,-4.11233964344718,3.91669511124015e-05,0.00259327234549199
"GPAM",33944.3562521231,-5.66884537410544,0.86847121813401,-5.37593564025862,7.61860044099687e-08,1.38586351811439e-05
"PAPPA2",218.154168545495,-5.841129591968,0.979397244076584,-4.94296836268149,7.69419738340834e-07,9.77672242519702e-05
"CIDEC",15580.9293209575,-8.86300747275159,1.14081699925936,-6.89243540187111,5.4845200116481e-12,5.23934172164758e-09
"ANO3",369.064260395201,-6.57970786366352,1.00771687766582,-5.53697966892034,3.07732257868804e-08,6.90639110159844e-06
"TNMD",402.84543168172,-5.70622999357025,0.966513002211272,-4.86928782417094,1.12001170849098e-06,0.000134372978253659
"HIF3A",592.355616639542,-5.08519452654664,0.846776806753904,-4.82440531432022,1.40421605471123e-06,0.000163961200280168
"EBF2",304.128913202178,-3.47615171189459,0.662900621596383,-3.73532869215234,0.000187470162459821,0.00880345618877217
"MOSC1",5757.53204345899,-4.00900023176713,0.764473232307831,-3.93604393797204,8.28358133041994e-05,0.00487248327602268
"KREMEN2",144.05743383769,6.25534010676484,1.04489474192557,5.02954019758976,4.91657423062133e-07,6.79706554234937e-05
"LRRC2",155.43297310009,-3.92084578145867,0.771884779711534,-3.78404375656978,0.000154300677592867,0.00775136630663468
"C14orf139",2097.48116298533,-4.71133212712474,0.684415632939151,-5.42262909920221,5.87287700259628e-08,1.12348951788315e-05
"E2F8",169.946625617653,4.60463256971094,0.938227375399671,3.84196055692302,0.0001220554536885,0.00655043569935082
"SHCBP1",457.185524853632,3.68432148509752,0.679035668065857,3.95313767941447,7.71330248628755e-05,0.00458053540431392
"C7orf58",4035.2311647403,-4.3146914134261,0.745744531365051,-4.44480820711981,8.79703108661597e-06,0.000756325841829904
"FRMD1",205.549084312898,-7.16844505162959,1.10099144275739,-5.60262760642439,2.11126497963209e-08,4.99791371411263e-06
"SVEP1",13960.6182665773,-4.16642646495621,0.81760888183143,-3.87278873226458,0.000107597091746034,0.00595956840533081
"SLC19A3",9691.6697862441,-7.01663093323846,1.1049289873785,-5.44526481064926,5.17283705783408e-08,1.01581587723217e-05
"ITIH5",13892.67492691,-4.92917827508268,0.6200726848262,-6.33664144741998,2.34827600380925e-10,9.89769698093356e-08
"C12orf39",542.212457025271,-11.0451784248928,1.64357573844704,-6.11178310187529,9.85240324205472e-10,3.47468123318261e-07
"FAM83D",820.935255884436,5.02834152568265,0.825985301308839,4.87701357312222,1.07704026969891e-06,0.000132002360997638
"CABLES2",1033.36702127502,2.46327638922571,0.387848058158469,3.77280834194054,0.000161420286972762,0.00794730478397806
"KIF18A",357.764069314148,3.80265030903919,0.754518533584832,3.71448835818966,0.000203615242873594,0.00940822195748283
"CDCA3",687.291253864388,4.92713646186938,0.934692460229121,4.20152791315629,2.65119550253882e-05,0.00192501300333501
"NUF2",1156.22081496461,5.8146654760135,1.02429849282649,4.70045158684918,2.59586795046105e-06,0.000273531671048276
"SLC25A18",173.164328485935,-3.38207291578529,0.635907474097313,-3.74594262973039,0.000179717662703865,0.0086074702216929
"FGFBP2",523.88371882475,-5.37653625889384,0.929447078374595,-4.70875250535777,2.49237475715527e-06,0.000265386025723104
"ZNF469",1058.496829767,2.27858054745313,0.306359391135757,4.17346614612688,3.00000255956509e-05,0.00209890867335402
"ATOH8",705.954015961973,-4.67536949801901,0.488328685049698,-7.52642556241595,5.21481865002882e-14,1.50195468485247e-10
"LGALS12",3922.71996114919,-8.15193367434535,1.28803995072815,-5.55257130829073,2.81497824828351e-08,6.4860852144783e-06
"LOC90586",36.3301517837917,-4.65905746235151,0.977620533386776,-3.74281977248924,0.000181966745062974,0.00868665005920789
"CHRDL1",15113.8879146661,-5.239662222166,0.833208030486981,-5.0883597697541,3.61173700936838e-07,5.38055407404267e-05
"TMEM132C",3057.50762254388,-6.90548583522039,1.07645470572358,-5.48605139056996,4.11017370567881e-08,8.66194046437018e-06
"PKHD1L1",107.443851788913,-4.5049962378751,0.715942245912395,-4.89564103513454,9.79857872628034e-07,0.000120949456406322
"MYOCD",100.871950429961,-4.52839406018482,0.650837170044568,-5.42131614877374,5.91618228848834e-08,1.12348951788315e-05
"FAM54A",287.528234476117,4.7211436978796,0.967573397819541,3.84585159768274,0.000120134460533919,0.00648763628902082
"RPLP0P2",155.500127358575,3.71470696813848,0.570616415692496,4.75749889677453,1.96006327786688e-06,0.000221384663430181
"GPR146",1656.11078940925,-4.35746832587257,0.651322749565529,-5.15484577824465,2.53839754037866e-07,3.95189620678231e-05
"SLC22A12",31.8006418973712,-8.51839475767383,1.66504797802067,-4.51542229228214,6.31907155251058e-06,0.000565802463725053
"RBP7",2055.21324027919,-3.53279596910742,0.653332160780479,-3.87673548181328,0.000105867345585461,0.00588261607415547
"MRGPRX2",14.54621967005,-6.2072306548962,1.34142734783526,-3.88185812917815,0.000103661350255973,0.00583508727613505
"HRASLS5",3023.96626073891,-5.41335505829277,0.883143417878321,-4.9973254275002,5.81309225304624e-07,7.78729048254977e-05
"TMC2",51.3569197472661,-4.96823173049963,0.804008209044537,-4.93556121176347,7.99206088647887e-07,0.000100080292883508
"CCDC78",92.6208975390637,3.82546212046117,0.711576100134964,3.9707096962999,7.16588528512764e-05,0.00431476179833766
"PAQR4",2549.84740572086,3.34006757145707,0.588482834109069,3.97644151337023,6.99541936251208e-05,0.00424167866679198
"HSPB6",17235.1777135703,-5.43622284075075,0.823097166948114,-5.38967089049694,7.05868301397471e-08,1.29767128898401e-05
"IQGAP3",1549.52771468026,4.86831275261505,1.00650996010127,3.84329306808435,0.000121394360330819,0.00653525215226443
"ACVR1C",6948.77791672572,-7.2071980811636,1.08277323212598,-5.73268519852125,9.88530032161135e-09,2.53375568939462e-06
"LRRC15",3868.02454216602,3.76801941401423,0.634277648857702,4.36405006387862,1.27676337887332e-05,0.00103585671128215
"COL6A6",920.065194866456,-4.88268451607125,0.804551030753546,-4.82590210894978,1.39370956616681e-06,0.000163841462672984
"WBSCR28",13.1415538670173,7.04203817829893,1.58388142702267,3.81470359789278,0.00013634648601398,0.00714001098426542
"ADHFE1",953.145354698801,-4.06825785483951,0.69845147505656,-4.392943481995,1.11826206053381e-05,0.000924626156367691
"PNCK",99.3758555090555,4.57550573366334,0.762997981692628,4.68612738100757,2.78423014856087e-06,0.000286363974378262
"TMEM37",3383.8459734587,-4.4033807342579,0.759310235399948,-4.4822005230382,7.38772756547645e-06,0.000644784444742417
"ADAMTS14",154.320791653432,4.21902460607953,0.481147967232494,6.69030075008938,2.2271240727778e-11,1.48026658083359e-08
"E2F7",131.680970495004,3.93596466662575,0.63935770125043,4.59205333866115,4.38906150950422e-06,0.000428004763608875
"A2ML1",586.618175760574,6.62449612676145,1.43771117110921,3.91211826115399,9.14900873274385e-05,0.00530550402384384
"GCOM1",2883.39715773003,-4.49396194651137,0.599068190335826,-5.832327609571,5.46594653941778e-09,1.47589097105748e-06
"LOC145820",76.569724947926,-3.91289629633403,0.720353009180023,-4.04370670936708,5.26127277225019e-05,0.00336740943619465
"CD300LG",3567.45785280873,-7.2000547070556,1.05556517166667,-5.87368252901532,4.26219252510391e-09,1.18798304881162e-06
"KIF18B",348.598178780117,4.89622537493075,1.0339130004449,3.76842671796773,0.000164279697936011,0.00804225909357565
"EME1",173.069835938765,3.51026971183515,0.671993424016436,3.73555695951833,0.000187300176643238,0.00880345618877217
"NOTUM",14.5063334060697,5.14805665695579,0.995778491599391,4.16564194943928,3.10477664858222e-05,0.00214614581056597
"CILP2",611.48707060857,4.23159578872484,0.703431999676524,4.59404148547536,4.34742892233429e-06,0.000426863177311699
"GPBAR1",183.307036880499,-4.53083391804034,0.78161290700548,-4.51736900247424,6.26127389118594e-06,0.000565802463725053
"SGOL1",178.67133804951,4.71662409752993,0.87504037941851,4.24737438973929,2.16290356554824e-05,0.0016166204478873
"SHISA3",75.1661030885326,-3.94857772755018,0.776896659906588,-3.79532810438999,0.000147448327251202,0.0075163850832685
"KLB",2421.84907538493,-6.89300254656726,1.00748648515213,-5.8492125040044,4.93905759505232e-09,1.35479133809681e-06
"BTNL9",4908.12673260865,-6.23419716109992,0.729829906492269,-7.17180416222826,7.40157730106642e-13,1.16166011348064e-09
"PEBP4",27.3445319589245,-4.13519445388082,0.744685917663035,-4.21008962237349,2.55269405600533e-05,0.00186131248868473
"CDCA2",696.626225758848,5.41392886553717,0.931112499508578,4.74048932633463,2.13202684417166e-06,0.000234672330535863
"C14orf49",706.492536639706,-4.18616787667668,0.751556454750791,-4.23942586952192,2.24092178059006e-05,0.00165945067169591
"ZNF676",76.2961429563809,-3.56483597569484,0.552178769029476,-4.64493768965957,3.40179111981196e-06,0.000341781118264363
"XIRP1",48.0048506269497,3.95100315244526,0.635213275959551,4.64568872240191,3.38943753526022e-06,0.000341781118264363
"COL22A1",870.714078846153,7.05722826944558,1.22911336617041,4.92812822328854,8.30211282434335e-07,0.000103214972458617
"C10orf128",138.466634458515,-3.30353679195712,0.593901379646324,-3.87865203028979,0.000105036874742576,0.00585695893860128
"LCTL",96.6476002502927,6.41325495618261,1.43228107603352,3.77946413365578,0.000157166228903285,0.00782705937082899
"ALG1L",90.0328762712346,4.19259910841108,0.643064371868248,4.96466488904658,6.8819795611035e-07,8.80944361447627e-05
"AQPEP",1292.40875668257,-8.24474236096355,1.0393089688831,-6.97073014654069,3.15300255857447e-12,3.63246914764836e-09
"PLAC9",1049.03146449894,-4.07821627081898,0.782092542875656,-3.9358721661004,8.28950919015489e-05,0.00487248327602268
"SKA1",337.033093293386,4.59642387202192,0.911841388181459,3.94413317780463,8.00891430343557e-05,0.0047397961670435
"HEPACAM",637.771841371337,-9.16453643756564,1.16054020382019,-7.03511727615307,1.99093475096747e-12,2.45752453081921e-09
"LRRN4CL",1212.75431941961,-4.27280173891734,0.764425421942216,-4.28138788294346,1.85731293690542e-05,0.00143286718136886
"SKA3",650.741679826701,5.12379202314366,0.983197653998518,4.19426552369487,2.73757161085546e-05,0.00195487500029724
"C7orf41",12247.8467911678,-3.9177317909903,0.663955342740291,-4.39446993369791,1.11043370500763e-05,0.000924626156367691
"EBF3",1234.81715847265,-3.88064940352716,0.691878171727362,-4.1635211533488,3.13376978012919e-05,0.00214899506231796
"ANGPTL5",74.9640133689252,-6.33324685186801,1.13838253895101,-4.68493381564203,2.80050411839166e-06,0.000286363974378262
"CNIH2",175.468420589211,5.02747934735234,0.901183360301118,4.46910087865649,7.85490809752447e-06,0.000682113903685027
"MAMDC2",1594.10485145119,-3.60022558159691,0.603470885481304,-4.3087838107104,1.64154729456257e-05,0.00127781886474486
"ASPM",1365.88167007655,4.86922780943971,1.0203442167781,3.79208089369821,0.000149390231913814,0.00759297822853714
"LOC283392",1201.11081204521,-8.99908329896077,1.39849783464068,-5.71976809747154,1.06669539900433e-08,2.63336617002769e-06
"TMEM145",57.285103932839,5.08676199453465,0.806899630421634,5.06477118151506,4.08891189311043e-07,5.83970962188772e-05
"SEC14L4",39.6429999130534,5.68216100170243,1.21995345501246,3.83798331195726,0.000124048910289285,0.00663680872665369
"CCDC141",69.6273217013209,-3.98191749375744,0.652944865994673,-4.56687486042929,4.95049344493254e-06,0.000472649045424747
"IGSF10",1983.53310364598,-3.42293957940345,0.575220695955249,-4.21219124492688,2.52905276016066e-05,0.00185188816730239
"SCARA5",3133.71284520062,-6.23680419480845,1.26628749784794,-4.13555705454601,3.54094621879476e-05,0.00238097632712032
"TUSC5",10954.1613489752,-7.83488861202445,1.32444055052848,-5.16058543306998,2.46178786495241e-07,3.86746873584024e-05
"TRIM59",533.466834412887,2.80511138638347,0.483037499441459,3.73700051956781,0.000186228539026945,0.00879293820471213
"GPIHBP1",1022.84742097776,-3.86968195986524,0.775130424432117,-3.70219239164512,0.000213744433061097,0.00974118668947627
"GPR120",86.4188679537194,-4.73879550760217,0.980798437658119,-3.81199170395234,0.000137851504504714,0.00719701465059202
"C11orf53",44.4453318865253,-3.85765930514489,0.693674215747263,-4.11959856698214,3.79533044088788e-05,0.00253232066984492
"GLDN",1244.78662260015,-5.21987137384595,0.832941852502429,-5.06622564488515,4.05780882710832e-07,5.83970962188772e-05
"HSD17B13",503.417901109932,-7.11263319452382,0.879517649870807,-6.94998354543733,3.65328820933358e-12,3.94577959659335e-09
"PLCXD3",286.734959822545,-4.0776882255935,0.830964634396021,-3.70375356326746,0.000212432636837972,0.00971176824655289
"BMP8A",517.322272899784,3.36837604464296,0.617501731579422,3.83541603775786,0.000125351924507411,0.00667420828592206
"PTCHD3",100.409826945295,-9.60029598743223,1.61986205621864,-5.30927677107799,1.10061092614592e-07,1.96078942419872e-05
"C18orf34",117.799310698478,-3.63454295459708,0.655045999679626,-4.02192053059723,5.77255353061534e-05,0.00364071158987459
"CENPW",2017.14909178613,4.92550571499436,1.0596590712795,3.70449875944955,0.000211809144531102,0.00970894914228641
"SLC16A12",74.2169308695727,-3.77390757066862,0.683829015754971,-4.05643444012994,4.98275402161019e-05,0.00320100268577865
"LOC388152",740.823378315342,2.6144878481016,0.430946596703341,3.74637567729302,0.000179407853265703,0.0086074702216929
"MUSTN1",170.601604831968,-3.44198568247359,0.646776358211967,-3.77562607455927,0.000159606271164907,0.00788044563428788
"TMEM195",80.6720451873281,-4.54635417289346,0.931529648401441,-3.80702233039948,0.000140650049840478,0.00727785751288825
"FAM180B",119.353098532625,-5.20064954911303,1.02355413431271,-4.10398376431126,4.06095975080013e-05,0.0026785284524266
"C14orf180",1156.54750790892,-8.58399024031518,1.16737152647779,-6.49663801823031,8.2134764987357e-11,4.27583261543328e-08
"KLHL31",1289.07102542231,-4.34174688984327,0.8392835633278,-3.98166607313633,6.84338797803068e-05,0.0041641051988855
"PRRT4",440.691300217335,-5.37933719216517,0.932609121775596,-4.69579064788402,2.65577440085124e-06,0.000278148105582487
"TMEM215",58.6881366479424,8.01439658321502,1.45901554069762,4.80762293995931,1.52735493125845e-06,0.00017714241991327
"MAP1LC3C",296.866511724756,-5.65844862839845,0.733380133542366,-6.35202457134645,2.12499369118167e-10,9.18050399432762e-08
"LOC572558",16.9787530158465,-5.65024130316943,1.18567910954505,-3.92200660847753,8.78145830961023e-05,0.00512676963001265
"HEPN1",428.686637811684,-6.90443996025395,1.12844828764161,-5.23235315691241,1.67365598773396e-07,2.75451896419339e-05
"PGA3",35.9926378433946,-5.15983346595541,1.08739730068544,-3.82549548663885,0.000130509325634779,0.00685511141730888
"UCA1",127.912227127516,6.27831022356381,1.24523295943441,4.23881345540455,2.24704274739218e-05,0.00165945067169591
"ABCC6P1",35.6026715884565,-3.42528017289132,0.636388093980794,-3.81100808740855,0.000138401238696702,0.00720395122264371
"PLIN4",91672.8683243735,-7.93708858854509,1.0918184536969,-6.35370153806808,2.10194483068855e-10,9.18050399432762e-08
